Category,Account Type,Name,"Position, Notes, or Reason for Inclusion",Twitter ID,Facebook ID,YouTube ID,Instagram ID, TikTok,Telegram ID, Threads, Rumble, VK, Bitchute, GETTR, Gab, OK, Parler, Podcast, Substack, TruthSocial,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Instagram username,YouTube channel ID,TikTok username,Threads username,Rumble channel,VK ID,Gab username,Odnoklassniki user numeric ID,Parler username,Truth Social username,updated
Iran,Media,Irna Bojnourd,,,,,irna_bojnourd,,irna_bojnourd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,irna Birjand,,,,,irnabirjand,,irna_birjand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Boshehr,,,,,,,irna_boshehr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Band Arabas,,,,,,,irna_bandarabas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna France,,,,,,,Irna_fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Esfahan,,,,,irnaesfaahan,,irna_esfahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Golestan,,,,,irna_golestan,,irna_golestan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Hamedan,,,,,irna.hamedan,,irna_hamedan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Kurdestan,,,,,,,irna_kurdestan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Kermanshah,,,,,irnakermanshah,,Irna_kermanshah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Kish,,,,,irnakish,,irna_kish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Lebanon,,,,,,,irna_lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Mashhad,,,,,,,irna_mashhad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Qom,,,,,qom_irna,,irna_qom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Qazvim,,,,,irnaqazvin,,Qz_IRNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Rasht,,,,,,,irna_rasht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Sari,,,,,,,irna_sari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Shahrekord,,,,,,,Shahrekord_Irna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Urdu,,,,,,,irna_ur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Wazarbaijan,,,,,,,irna_wazarbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Yasuj,,,,,,,irna_yasuj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Yazd,,,,,,,irna_yazd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irna Zanjan,,,,,irnazanjaan,,irna_zanjan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Khabar Online,,,,,khabaronline_ir,,khabaronline_com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Khabar Online Gilan,,,,,,,khabaronline_gilan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,khabar Online Esfahan,,,,,khabaronline.esfahan,,khabaronline_Esfahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,khamenei News,,ur_khamenei,Khamenei.gr,,,,khamenei_irNews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tr.khamenei,UCnvtA52a1Acz8mj2HAmka2Q,,,,ayatollah.khamenei,,,,,True
Iran,Media,Mehr News Golestan,,,,,MehrNews_Golestan,,MehrNews_Golestan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mehr News Lorestan,,,,,,,MehrNews_Lorestan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mehr News Ardabil,,,,,MehrNews_Ardabil,,MehrNews_Ardabil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mehr News Khorasan,,,,,MehrNews_khorasanSh,,MehrNews_khorasanSh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Press TV Iran,,,,,iran.presstv,,presstv_Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Press TV Doc,,,,,presstvdoc,,PresstvDoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Shabestan Eilam,,,,,,,shabestaneilam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Shabestan Golestan,,,,,,,shabestangolestan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Fars News Afghanistan,,,,,af_farsnews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Fars News Golestan,,,,,farsnews_golestan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Fars News Skhorasan,,,,,farsnews.skh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Fars News Farsi,,,,,farsnews_fars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Fars News Org,,,,,farsnews_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,My Fars News,,,,,my_farsnews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Fars News Sec,,,,,farsnewsec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Fars News Farsi,,,,,farsnewsfars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Fars News Hamedan,,,,,farsnewshamedan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Fars News Edu,,,,,farsnewsedu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Fars News Yazd,,,,,yazd.farsnews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Diplomatic/Government,Iranian embassy in Azerbaijan,,,iran.embassy.azerbaijan,,iran.embassy.azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Iran Press Lorestan,,,,,iranpress_lorestan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Iran Press Ardabil,,,,,iranpress_ardabil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Iran Press Shiraz,,,,,iranpress_shiraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Iran Press Kerman,,,,,iranpress_kerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Iran Press Hamedan,,,,,iranpress_hamedan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Iran Press Mashhad,,,,,iranpress_mashhad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Iran Press Gilan,,,,,iranpress_gilan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Iran Press West Azerbaijan,,,,,iranpress_azerbaijangharbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Iran Press Eastazerbaijan,,,,,iranpress_eastazerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Iran Press Qazvin,,,,,iranpress_qazvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irib News Esfahan,,,,,iribnews.esfahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irib News Fereydan,,,,,iribnews.fereydan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irib News Khoor,,,,,iribnews_khoor,,iribnews_khoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irib News Guilan,,,,,iribnews_guilan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irib News Naein,,,,,iribnews_naein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Irib News Falavarjan,,,,,iribnews_falavarjan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mehr News Official,,,MehrNews,,mehrnews.official,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mehr News Media,,,,,mehrnews_media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mehr News Farsi,,,,,mehrnews.fars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mehr News Hamedann,,,,,mehrnews_hamedann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mehr News Ahwaz,,,,,mehrnews.ahwaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mehr News Support,,,,,mehrnews.support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mehr News Gilan,,,,,mehr_news.gilan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mehr News English,,,,,en.mehrnews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mehr News Provinces,,,,,mehrnews.provinces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mehr News Yazd,,,,,mehrnews.yazd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mehr News Semnan,,,,,mehr_newssemnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mehr News Kermanshah,,,,,mehrnews_ksh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mehr News Qazvin,,,,,mehrnews.qazvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mehr News Urdu,,,,,ur.mehrnews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mehr News Turkish,,,,,tr.mehrnews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mehr News Ilam,,,,,mehrnews.ilam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mehr News Alborz,,,,,mehrnewsalborz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Mehr News Booshehr,,,,,mehrnews_booshehr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Tasnim News Agency,,,,,tasnim.news,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Tasnim News Agency Afghanistan,,,,,tasnimnews_af,,asnimnews_af,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Tasnim News Agency Zanjan,,,,,tasnimnewszanjan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,"Tasnim News Agency Afghanistan, Pakistan and the Indian Sub",,,,,tasnim_afg_indiansub,,AfPakTasnim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Tasnim News Agency Qom,,,,,tasnimnews.qom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Tasnim News Agency Kerman,,,,,tasnimnews_fa_kerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Tasnim News Agency Sistan and Baluchestan,,,,,tasnimnews.sb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Tasnim News Agency Yazd,,,,,tasnimnewsyazd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Tasnim News Agency Ardabil,,,,,tasnim_news_ardebil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Tasnim News Agency Kashan,,,,,tasnimnewskashan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Tasnim News,,,,,tas.nimnews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Khabar Online Hormozgan,,,,,khabaronline.hormozgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Khabar Online Dez,,,,,khabaronline.dez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Media,Khabar Online Kermanshah,,,,,khabaronline_kermanshah,,khabaronline_kermanshah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Prime,,1prime_ru,1prime.ru,,,,prime1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
Russia,Media,27khv,,27khv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Alexander Alimov,,a__alimov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Anna Knishenko,,a_knishenko_rt,AnnaKnishenko.RT,,a_knishenko_rt,,AnnaKnishenkoRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Oleksandr Botsan-Kharchenko,,abocanharcenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,RT en Español,,actualidadrt,ActualidadRT,,actualidadrt,,rtnoticias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actualidadrt,,,,,actualidadrt,,,,,True
Russia,Media,Afshin Rattansi,,afshinrattansi,afshinrattansi,,afshinrattansi,,afshinrattansi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Ahí les Va,,ahilesvainfo,ahilesvaALV,,ahilesva_info,,ahilesvaALV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Sergey Aksyonov,,aksenov_sv,,,,,Aksenov82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aksenov.sv,,,,,aksenov_crimea,,,,,True
Russia,Media,Scotland Speaks with Alex Salmond,,alexsalmondshow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Aliana Nieves,,aliananieves,,,anieves_tv,,AlianaNievesRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Ali Cağatay,,alicaatay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Maxim Altoury,,altoury,,,,,maximtoury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Stanislav Akhmedov,,amb_akhmedov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Madagascar,,amb_de_russie,AmbassadeRussie,,,,AmbassadeRussie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Mikhail Ulyanov,,amb_ulyanov,,,,,ulyanov_mikhail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Alexander Yakovenko,,amb_yakovenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Serbia,,ambasadarusije,RusEmbassySerbia,,ambasadarusije,,rusembserbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Mali and Niger,,ambassade_russe,AMBRUSMALINIGER,,,,ambrusmaliniger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Andrey Andreev,,ambrumadagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Algeria,,ambrus_algerie,RussieEnAlgerie,,ambrussie_algerie,,ambrussie_algerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Djibouti,,ambrus_djibouti,AmbRusDjibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in the Democratic Republic of Congo,,ambrus_drc,100066833645597,UCImIlpsLIuFFjGYe9I1uKGA,ambrus.rdc,,ambrus_drc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Denis Alipov,,ambrus_india,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Benin and Togo,,ambrusben,rusambben,,ambrusben,,rusambben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Burundi,,ambrusburundi,,UCuWMwuPeZNgnuQTErNvdERg,amb_rus_burundi,,ambrusburundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in the Czech Republic,,ambruscz,AmbRusCz,,embruscz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russie en France,,ambrusfrance,AmbassadeRussieFrance,UCJjT4ZnGRvSpVifnBPuK3og,,,ambrusfrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Gabon,,ambrusga,ambrugabon,,ambrusgab,,ambrusga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Montenegro,,ambrusme,AmbRusME,UCYjzlsIZTF0zDZDJR_9_vKA,,,ambasadarusije,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Ancien profil de l'Ambassade de Russie en France.,,ambruspresse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Cote d'Ivoire,,ambrusrci,AmbRusRCI,,,,russie_cotedivoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Romania,,ambrusromania,AmbasadaRusa,UCkpMlAHv2GQYXObOnSRl4IA,rusemb.romania,,ambasadarusiei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Senegal,,ambrussenegal,ambrus.senegal,,,,AmbRussSenegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Slovenia,,ambrusslo,RusEmbassySlovenia,,ambrusslovenia,,ambrusslo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Tunisia,,ambrustun,,,,,ambrustun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Belgium,,amrusbel,amrusbel,,,,amrusbel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,AnissaNow,,anissanow,Anissa-Naouai-163415163698059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
Russia,Diplomatic/Government,Anton Chesnokov,,antonchesnokov1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,arcticru,,arcticru,,,,,arcticrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian Arms Control Delegation in Vienna,,armscontrol_rus,RusArmscontrol,,,,armscontroldelegpresentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian Mission to ASEAN,,aseanrussia,,,,,ASEANRussia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Atilla Guner,,atigunerati,atilla.guner.984,UC2tVZ6TDCx9Mo2lJP5Wm6CQ,aguner1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,By Any Means Necessary,,bamnecessary,bamnecessary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Betzabé Zumaya,,betzabezumaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Bolotsky Sputnik,,bolotskysputnik,,,,,BolotskySputnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,RT Boom Bust,,boombustrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,BRICS2020,,brics2020_rus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,BRICSRussia2020,,bricsrussia2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,calebmaupin,,calebmaupin,calebmaupininfo,UCA0N4UVTnqiFB7D3oS_xdWg,,,calebtmaupin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Cambodia,,camborusemba,RussianEmbassyInCambodia,UCGuIIqPViQ3YbJfowYFqpRA,russianembassy_cambodia,,Russian_Embassy_in_Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Carla González,,carlavgonzalez,carla.gonzalez.s,,carlavgonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Cartas sobre la Mesa,,cartasmesatv,CartasMesaTV,,cartasmesatv,,CartasMesaTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian Mission to the Council of Europe,,ce_rf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Brno, Czech Republic",,cg_russia_brno,gkbrno,,,,gkbrno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,María Isabel Cevallos,,chabycevallos,,,chabycevallos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian Mission to the CIS,,cis_russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian Mission to the Council of Europe (French embassy),,coe_russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Wellington, New Zealand",,consecrusemb_nz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Consular Section of Russian embassy in Latvia,,conslv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Milan, Italy",,consolatorusso,,,,,Consolato_Russo_a_Milano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Lviv, Ukraine",,consruslvov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Rio de Janeiro, Brazil",,consuladorussia,consuladogeraldarussianoriodejaneiro,,,,consrio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Consular Section of Russian embassy in Cambodia,,consularcamb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Costanta, Romania ",,consulatulrus,,,,,consulatulrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Cristina Martin Jimenez,,crismartinj,,UCFzreJxOr4nbvfeFoipzjew,cristinamartinjimenezescritora,,cristinamartinjimenezescritora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Latgale, Latvia",,daugavpilsrf,,,,,gkdaugav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,RT DE,,de_rt_com,rtde,,de_rt_com,,rt_de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de_rt_com,UC92G5DWDJgTnE_spTEFMQGA,,,,rt_de,,,,,True
